satrap	0.940000	0.490000	0.200000	0.200000	2.000000	1.000000
motifsuite	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
airlab	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
jdftx	0.940000	0.260000	0.000000	0.200000	1.000000	1.000000
pepwindowall	0.920000	0.530000	0.550000	0.500000	3.000000	1.000000
gendbe	0.940000	0.120000	0.420000	0.500000	1.000000	1.000000
cbo	0.860000	0.120000	0.000000	0.000000	1.000000	1.000000
scanpy	0.940000	0.490000	0.200000	0.200000	2.000000	2.000000
melanie	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
starmir	0.860000	0.260000	0.000000	0.200000	1.000000	1.000000
litminer	0.860000	0.000000	0.000000	0.000000	1.000000	1.000000
goseq	1.000000	0.750000	0.670000	0.200000	5.000000	2.000000
xquest	0.860000	0.120000	0.000000	0.000000	1.000000	1.000000
circosvcf	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
mutationmotif	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
biocarta	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
monocle_2	0.860000	0.470000	0.420000	0.500000	1.000000	1.000000
yodel	0.860000	0.000000	0.000000	0.000000	1.000000	1.000000
ibis	0.860000	0.260000	0.000000	0.200000	1.000000	1.000000
multibreak-sv	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
profeat	0.860000	0.000000	0.000000	0.000000	1.000000	1.000000
sepacs	0.860000	0.000000	0.000000	0.000000	1.000000	1.000000
chipmunk	0.860000	0.140000	0.870000	0.300000	3.000000	2.000000
sfa-spa	0.860000	0.060000	0.000000	0.000000	1.000000	1.000000
metabolomexchange	0.800000	0.120000	0.000000	0.200000	1.000000	1.000000
ismp-grey	0.860000	0.120000	0.000000	0.000000	1.000000	1.000000
comet_visualisation	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
branchpointer	1.000000	0.610000	0.300000	0.200000	2.000000	1.000000
forge	0.920000	0.120000	0.000000	0.200000	1.000000	2.000000
hhcompare	0.860000	0.060000	0.000000	0.200000	1.000000	1.000000
drap	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
online_sbml_validator	0.800000	0.120000	0.000000	0.200000	1.000000	1.000000
meat	0.860000	0.060000	0.000000	0.000000	1.000000	1.000000
kcmbt	0.860000	0.060000	0.000000	0.200000	1.000000	1.000000
klifs	0.860000	0.120000	0.120000	0.200000	1.000000	4.000000
reportingtools	1.000000	0.610000	0.300000	0.200000	3.000000	2.000000
snpversity	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
ensembl_genomes_bacteria_id_history_converter	0.860000	0.120000	0.000000	0.500000	1.000000	1.000000
getdifferentialexpression-ip	0.940000	0.120000	0.420000	0.500000	1.000000	1.000000
hapi-ur	0.940000	0.060000	0.000000	0.000000	1.000000	1.000000
phenobook	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
seqan	1.000000	0.530000	0.000000	0.400000	1.000000	1.000000
netpicorna	0.940000	0.060000	0.420000	0.500000	1.000000	1.000000
greylistchip	1.000000	0.610000	0.420000	0.500000	2.000000	2.000000
pobo	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
pespotdb	0.860000	0.000000	0.000000	0.200000	1.000000	1.000000
nanostringnorm	0.880000	0.490000	0.200000	0.200000	2.000000	1.000000
binche	0.860000	0.120000	0.000000	0.500000	1.000000	1.000000
yapsa	1.000000	0.750000	0.300000	0.200000	3.000000	2.000000
ppic9	0.860000	0.000000	0.000000	0.000000	1.000000	1.000000
netstart	0.940000	0.120000	0.420000	0.500000	1.000000	2.000000
fastsnp	0.860000	0.000000	0.000000	0.000000	1.000000	1.000000
w-iq-tree	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
nest	0.940000	0.750000	0.200000	0.000000	2.000000	2.000000
catalyst	1.000000	0.750000	0.300000	0.200000	2.000000	1.000000
chipseq	1.000000	0.750000	0.300000	0.200000	3.000000	2.000000
sherenga	0.860000	0.000000	0.000000	0.000000	1.000000	1.000000
rnaseqeval	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
scalce	0.860000	0.060000	0.000000	0.200000	1.000000	1.000000
lox	0.860000	0.260000	0.000000	0.200000	1.000000	1.000000
pisa	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
genecards	0.860000	0.000000	0.000000	0.200000	1.000000	1.000000
gmdr	0.940000	0.260000	0.000000	0.000000	1.000000	1.000000
scld	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
bamm	1.000000	0.490000	0.200000	0.200000	2.000000	2.000000
tlcluster	0.880000	0.200000	0.000000	0.000000	1.000000	1.000000
asmodeler	0.860000	0.000000	0.000000	0.000000	1.000000	1.000000
a4base	1.000000	0.610000	0.300000	0.200000	3.000000	2.000000
reb	1.000000	0.610000	0.300000	0.200000	3.000000	2.000000
metamis	0.860000	0.200000	0.000000	0.200000	1.000000	1.000000
vcppt	0.800000	0.140000	0.000000	0.000000	1.000000	1.000000
admetlab	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
mocapy	0.860000	0.060000	0.000000	0.200000	1.000000	1.000000
pteros	0.940000	0.120000	0.000000	0.200000	1.000000	1.000000
biouml	0.860000	0.120000	0.000000	0.000000	1.000000	1.000000
spotpy	0.920000	0.120000	0.000000	0.400000	1.000000	1.000000
genvision	0.860000	0.060000	0.000000	0.200000	1.000000	1.000000
chemical_identifier_resolver	0.800000	0.120000	0.000000	0.200000	1.000000	1.000000
prgdb	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
flowrepositoryr	1.000000	0.610000	0.300000	0.200000	3.000000	2.000000
wise2dba	0.860000	0.120000	0.000000	0.500000	1.000000	1.000000
mwastools	1.000000	0.610000	0.300000	0.200000	3.000000	2.000000
biocinstaller	1.000000	0.750000	0.300000	0.200000	3.000000	2.000000
circlncrnanet	0.860000	0.060000	0.000000	0.200000	1.000000	1.000000
introgress	0.940000	0.120000	0.000000	0.000000	1.000000	1.000000
spotlight	0.860000	0.120000	0.000000	0.000000	1.000000	1.000000
bioidmapper	0.940000	0.260000	0.000000	0.000000	1.000000	1.000000
predisi	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
itar	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
azahar	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
cocomaps	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
better_bunny	0.860000	0.000000	0.000000	0.200000	1.000000	1.000000
mr-mspolygraph	0.860000	0.060000	0.000000	0.000000	1.000000	1.000000
lims_tools	0.800000	0.000000	0.000000	0.000000	1.000000	1.000000
lfquant	0.860000	0.000000	0.000000	0.200000	1.000000	1.000000
almostsignificant	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
funpat	0.940000	0.120000	0.000000	0.200000	1.000000	1.000000
chinook	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
pubserver	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
gw-sem	0.860000	0.260000	0.000000	0.000000	1.000000	1.000000
formatomatic	0.860000	0.120000	0.000000	0.000000	1.000000	1.000000
mdcs	0.860000	0.120000	0.000000	0.000000	1.000000	1.000000
rbcbook1	1.000000	0.610000	0.300000	0.200000	3.000000	2.000000
reporter	0.880000	0.120000	0.000000	0.200000	1.000000	1.000000
cleaver	1.000000	0.610000	0.300000	0.200000	3.000000	2.000000
partifold	0.860000	0.120000	0.000000	0.000000	1.000000	1.000000
epces	0.860000	0.000000	0.000000	0.000000	1.000000	1.000000
egad	1.000000	0.610000	0.300000	0.200000	2.000000	2.000000
dali	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
tipmt	0.860000	0.260000	0.000000	0.200000	1.000000	1.000000
pcons	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
genomer	0.880000	0.060000	0.000000	0.000000	1.000000	1.000000
mfungd	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
beam	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
phsol	0.940000	0.060000	0.420000	0.500000	1.000000	1.000000
mlda	0.940000	0.260000	0.000000	0.200000	1.000000	1.000000
seqfire	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
trimadaptor-ip	0.940000	0.120000	0.420000	0.500000	1.000000	1.000000
xplormed	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
sarotup	0.940000	0.120000	0.000000	0.000000	1.000000	1.000000
alexa-seq	0.860000	0.200000	0.000000	0.200000	1.000000	1.000000
vadar	0.860000	0.260000	0.000000	0.200000	1.000000	1.000000
ppiexp	1.000000	0.120000	0.120000	0.000000	1.000000	1.000000
slink	0.860000	0.120000	0.000000	0.000000	1.000000	1.000000
xispec	0.920000	0.000000	0.000000	0.400000	1.000000	2.000000
pharmacogx	1.000000	0.610000	0.300000	0.200000	2.000000	2.000000
rnf	0.860000	0.060000	0.000000	0.000000	1.000000	1.000000
trumpet	0.940000	0.120000	0.000000	0.200000	1.000000	1.000000
imod	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
chipinfo	0.860000	0.000000	0.000000	0.000000	1.000000	1.000000
scor	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
expression_profiler	0.860000	0.000000	0.000000	0.000000	1.000000	1.000000
pangea	0.860000	0.260000	0.000000	0.200000	1.000000	1.000000
methtargetedngs	1.000000	0.610000	0.300000	0.200000	3.000000	2.000000
sim4	0.860000	0.060000	0.000000	0.200000	1.000000	1.000000
astro	0.860000	0.000000	0.000000	0.200000	1.000000	1.000000
drugebility_blast_search	0.860000	0.120000	0.420000	0.800000	1.000000	1.000000
kininfor	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
inps	0.940000	0.120000	0.420000	0.500000	1.000000	1.000000
hydpred	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
vgo	0.940000	0.120000	0.000000	0.000000	1.000000	1.000000
stacks	0.940000	0.490000	0.200000	0.000000	2.000000	1.000000
annotationforge	1.000000	0.610000	0.300000	0.200000	3.000000	2.000000
grouper	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
guugle	1.000000	0.470000	0.420000	0.500000	1.000000	3.000000
genie_cbdm	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
converttranscriptfile_fastqtofasta-ip	0.940000	0.120000	0.420000	0.500000	1.000000	1.000000
vienna-ptm	0.860000	0.260000	0.000000	0.200000	1.000000	1.000000
drugvsdisease	1.000000	0.610000	0.300000	0.200000	3.000000	2.000000
neuromatic	0.940000	0.120000	0.000000	0.200000	1.000000	1.000000
drvm	0.860000	0.000000	0.000000	0.200000	1.000000	1.000000
redi	0.860000	0.000000	0.000000	0.000000	1.000000	1.000000
archcandy	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
protonet	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
fastr3d	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
shortread	1.000000	0.750000	0.300000	0.200000	3.000000	2.000000
medlineranker	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
mcsnp	0.940000	0.120000	0.000000	0.000000	1.000000	1.000000
orfpredictor	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
dreamtools	0.880000	0.490000	0.200000	0.200000	2.000000	1.000000
selecton	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
phogly-pseaac	0.860000	0.120000	0.000000	0.000000	1.000000	1.000000
annotationdbi	1.000000	0.750000	0.320000	0.200000	3.000000	2.000000
cfm-id	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
exocarta	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
peakquant	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
wordmatch_ws_husar	0.800000	0.000000	0.000000	0.200000	1.000000	1.000000
soapfusion	0.860000	0.060000	0.000000	0.200000	1.000000	1.000000
irespred	0.860000	0.120000	0.000000	0.000000	1.000000	1.000000
cluster_buster	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
phosphat	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
netreg	1.000000	0.750000	0.300000	0.200000	3.000000	2.000000
esefinder	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
rcy3	1.000000	0.810000	0.300000	0.200000	3.000000	2.000000
yeast-deletion-library-tools	0.920000	0.120000	0.000000	0.400000	1.000000	1.000000
networkanalys	0.860000	0.260000	0.000000	0.200000	1.000000	1.000000
fastproject	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
fastafilecomparer	0.880000	0.000000	0.000000	0.000000	1.000000	1.000000
genesplicer	0.880000	0.490000	0.200000	0.200000	2.000000	2.000000
multipred2	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
croppal	0.860000	0.120000	0.000000	0.500000	1.000000	1.000000
metals2	0.860000	0.120000	0.420000	0.500000	1.000000	1.000000
dnatools	0.860000	0.000000	0.000000	0.000000	1.000000	1.000000
proteinspector	0.860000	0.120000	0.120000	0.200000	1.000000	1.000000
msi	0.860000	0.060000	0.000000	0.200000	1.000000	1.000000
samtools_flagstat-ip	0.940000	0.120000	0.420000	0.500000	1.000000	1.000000
hervd	0.860000	0.200000	0.420000	0.500000	1.000000	2.000000
plgem	1.000000	0.610000	0.300000	0.200000	3.000000	2.000000
probed	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
scalpel	0.880000	0.490000	0.200000	0.000000	2.000000	1.000000
axima2analyze	0.800000	0.000000	0.000000	0.000000	1.000000	1.000000
bbmri-portal	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
pesi_ws	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
mirvial	0.860000	0.060000	0.000000	0.200000	1.000000	1.000000
trimal	0.940000	0.610000	0.200000	0.200000	2.000000	1.000000
patternlab	0.860000	0.530000	0.420000	0.300000	1.000000	2.000000
motif-x	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
sigpathway	1.000000	0.610000	0.300000	0.200000	3.000000	2.000000
limmagui	1.000000	0.610000	0.300000	0.200000	2.000000	2.000000
phylotrack	0.860000	0.060000	0.000000	0.000000	1.000000	1.000000
isoexpresso	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
gunifrac	0.860000	0.260000	0.000000	0.200000	1.000000	1.000000
proteomedigestsim	0.860000	0.530000	0.420000	0.300000	1.000000	1.000000
freec	0.880000	0.490000	0.200000	0.200000	2.000000	1.000000
vidger	1.000000	0.750000	0.300000	0.200000	2.000000	1.000000
angle	0.860000	0.060000	0.000000	0.200000	1.000000	1.000000
looping	0.860000	0.260000	0.000000	0.000000	1.000000	1.000000
ppfold	0.940000	0.120000	0.000000	0.200000	1.000000	1.000000
xenbase	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
phenohm	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
ut-aki	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
pager	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
semibiomarker	0.860000	0.000000	0.000000	0.000000	1.000000	1.000000
gcocoa	0.860000	0.470000	0.120000	0.200000	1.000000	1.000000
gpu_mrbayes	0.860000	0.060000	0.000000	0.200000	1.000000	1.000000
path2ppi	1.000000	0.610000	0.300000	0.200000	3.000000	2.000000
npbss	0.860000	0.000000	0.000000	0.200000	1.000000	1.000000
seabed	0.800000	0.000000	0.000000	0.200000	1.000000	1.000000
pdbfun	0.860000	0.000000	0.000000	0.200000	1.000000	1.000000
dynamine	0.860000	0.120000	0.420000	0.500000	1.000000	2.000000
rsssite	0.860000	0.120000	0.000000	0.000000	1.000000	1.000000
multipow	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
pdiviz	0.860000	0.260000	0.000000	0.200000	1.000000	1.000000
heteromirpred	0.860000	0.120000	0.120000	0.200000	1.000000	1.000000
wavcluster	1.000000	0.610000	0.420000	0.500000	3.000000	2.000000
jecho	0.860000	0.120000	0.000000	0.000000	1.000000	1.000000
platecore	1.000000	0.610000	0.300000	0.200000	2.000000	2.000000
x_hunter	0.860000	0.470000	0.000000	0.000000	1.000000	1.000000
qtl_tableminerqtm	0.860000	0.060000	0.000000	0.200000	1.000000	1.000000
dacsim	0.860000	0.000000	0.000000	0.200000	1.000000	1.000000
varscan	0.940000	0.700000	0.970000	0.300000	4.000000	1.000000
cgbayesnets	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
genomedisco	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
plantmetabolomics	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
cellcycledb	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
gepat	0.860000	0.120000	0.000000	0.000000	1.000000	1.000000
agdex	1.000000	0.610000	0.300000	0.200000	3.000000	2.000000
fretbursts	0.860000	0.200000	0.000000	0.200000	1.000000	1.000000
optpdt	0.860000	0.060000	0.000000	0.200000	1.000000	1.000000
cnvkit	0.940000	0.490000	0.200000	0.200000	2.000000	2.000000
changegfffeatures-ip	0.940000	0.120000	0.420000	0.500000	1.000000	1.000000
crambled	0.860000	0.000000	0.000000	0.200000	1.000000	2.000000
speci	0.940000	0.530000	0.420000	0.500000	1.000000	2.000000
qubic	1.000000	0.610000	0.300000	0.200000	3.000000	2.000000
bionanoanalyst	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
rb-pred	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
copub	0.860000	0.000000	0.000000	0.000000	1.000000	1.000000
toppr	0.860000	0.000000	0.000000	0.200000	1.000000	1.000000
ebsea	1.000000	0.610000	0.300000	0.200000	3.000000	2.000000
fasta_rest	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
wlake	0.860000	0.120000	0.000000	0.000000	1.000000	1.000000
agotool	0.940000	0.120000	0.000000	0.200000	1.000000	1.000000
phaedra	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
ligap	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
needle	0.920000	0.530000	0.970000	0.500000	3.000000	1.000000
gorilla	0.860000	0.120000	0.000000	0.000000	1.000000	1.000000
genefizz	0.860000	0.000000	0.000000	0.000000	1.000000	1.000000
zclass	0.860000	0.120000	0.000000	0.000000	1.000000	1.000000
flexpred	0.860000	0.120000	0.000000	0.000000	1.000000	1.000000
dasty	0.860000	0.120000	0.000000	0.500000	1.000000	1.000000
pprint	0.860000	0.120000	0.000000	0.000000	1.000000	1.000000
a-game	0.860000	0.000000	0.000000	0.200000	1.000000	1.000000
msoar	0.940000	0.060000	0.000000	0.000000	1.000000	1.000000
ogee	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
treerefiner	0.860000	0.200000	0.000000	0.000000	1.000000	1.000000
svm2crm	1.000000	0.610000	0.420000	0.500000	2.000000	2.000000
quantum.ligand.dock	0.860000	0.000000	0.000000	0.000000	1.000000	1.000000
virusbanker	0.860000	0.120000	0.000000	0.000000	1.000000	1.000000
casper	1.000000	0.610000	0.300000	0.200000	3.000000	2.000000
treecon	0.860000	0.260000	0.000000	0.200000	1.000000	1.000000
microbiome	1.000000	0.750000	0.300000	0.200000	3.000000	2.000000
pypdb	0.860000	0.120000	0.000000	0.000000	1.000000	1.000000
proteindecision	0.860000	0.120000	0.000000	0.000000	1.000000	1.000000
stretcher-api-ebi	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
hapzipper	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
sylamer	0.940000	0.120000	0.000000	0.000000	1.000000	1.000000
europepmc_api	0.800000	0.120000	0.000000	0.200000	1.000000	1.000000
needle_ws_husar	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
phobius	0.860000	0.120000	0.000000	0.500000	1.000000	1.000000
erga	0.800000	0.120000	0.000000	0.200000	1.000000	1.000000
micelle_maker	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
cshl_fastx_renamer-ip	0.940000	0.120000	0.420000	0.500000	1.000000	1.000000
lise	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
rbde	0.860000	0.000000	0.000000	0.000000	1.000000	1.000000
sharcgs	0.860000	0.060000	0.000000	0.000000	1.000000	1.000000
mait	1.000000	0.610000	0.420000	0.500000	3.000000	2.000000
ganesh	0.860000	0.120000	0.120000	0.200000	1.000000	1.000000
intervene	0.940000	0.610000	0.620000	0.500000	2.000000	2.000000
switchdna	0.860000	0.260000	0.000000	0.000000	1.000000	1.000000
tax2tree	0.940000	0.120000	0.000000	0.000000	1.000000	1.000000
ccomp	0.860000	0.000000	0.000000	0.200000	1.000000	1.000000
sabbac	0.860000	0.000000	0.000000	0.000000	1.000000	1.000000
afst	0.940000	0.120000	0.000000	0.000000	1.000000	1.000000
viralfusionseq	0.860000	0.200000	0.000000	0.200000	1.000000	1.000000
proteand	0.860000	0.060000	0.000000	0.000000	1.000000	1.000000
the_mendel_site	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
nlr-parser	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
fnv	0.860000	0.120000	0.000000	0.000000	1.000000	2.000000
svmhc	0.860000	0.000000	0.000000	0.200000	1.000000	1.000000
vcf2diploid	0.860000	0.060000	0.000000	0.000000	1.000000	1.000000
imgt_3dstructure	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
silent	0.920000	0.530000	0.000000	0.500000	1.000000	1.000000
metax	0.860000	0.260000	0.000000	0.200000	1.000000	1.000000
biforce_toolbox	0.860000	0.000000	0.000000	0.000000	1.000000	1.000000
thermo_msf_parser	0.940000	0.120000	0.000000	0.200000	1.000000	1.000000
htscluster	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
haploclique	0.940000	0.490000	0.200000	0.000000	2.000000	1.000000
nrps-pks	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
organism.dplyr	1.000000	0.810000	0.300000	0.200000	2.000000	1.000000
iontree	0.940000	0.610000	0.000000	0.200000	1.000000	2.000000
hipipe	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
mctbi	0.860000	0.000000	0.000000	0.200000	1.000000	1.000000
mutascope	0.800000	0.060000	0.000000	0.200000	1.000000	1.000000
sspa	1.000000	0.610000	0.300000	0.200000	3.000000	2.000000
metatasser	0.860000	0.060000	0.000000	0.000000	1.000000	1.000000
sdmtoolbox	0.940000	0.120000	0.000000	0.200000	1.000000	1.000000
rightfield	1.000000	0.530000	0.000000	0.400000	1.000000	1.000000
lemone	0.940000	0.120000	0.000000	0.200000	1.000000	1.000000
snpstats	1.000000	0.610000	0.300000	0.200000	3.000000	2.000000
regulondb	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
rnapathfinder	0.860000	0.120000	0.000000	0.000000	1.000000	1.000000
fqquality-ip	0.940000	0.000000	0.420000	0.500000	1.000000	1.000000
clustalo_ws_jabaws	0.860000	0.260000	0.000000	0.200000	1.000000	1.000000
bio2midi	0.880000	0.000000	0.000000	0.000000	1.000000	1.000000
phylommand	0.860000	0.120000	0.420000	0.300000	1.000000	2.000000
vismapper	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
variationget	0.920000	0.530000	0.420000	0.800000	1.000000	1.000000
reptile	0.860000	0.060000	0.000000	0.200000	1.000000	1.000000
faas	0.920000	0.410000	0.000000	0.200000	1.000000	1.000000
selenoprofiles3	1.000000	0.350000	0.000000	0.400000	1.000000	1.000000
tritrypdb	0.860000	0.260000	0.000000	0.200000	1.000000	1.000000
cytodx	1.000000	0.750000	0.300000	0.200000	2.000000	1.000000
coordinateserver	0.880000	0.260000	0.000000	0.200000	1.000000	1.000000
cnanorm	1.000000	0.610000	0.300000	0.200000	3.000000	2.000000
bedops	0.940000	0.490000	0.200000	0.000000	2.000000	1.000000
swiss-model_workspace	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
drawid	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
mgclus	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
mysyntenyportal	0.860000	0.060000	0.000000	0.200000	1.000000	2.000000
traitar	0.860000	0.060000	0.000000	0.200000	1.000000	1.000000
vogdb	0.800000	0.120000	0.000000	0.200000	1.000000	1.000000
cerec	0.940000	0.000000	0.000000	0.000000	1.000000	1.000000
pepwindow	0.920000	0.530000	0.550000	0.500000	3.000000	1.000000
tpwy	0.800000	0.120000	0.000000	0.200000	1.000000	1.000000
bacmap	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
zinbwave	1.000000	0.750000	0.300000	0.200000	3.000000	2.000000
gpu.proton.dock	0.860000	0.000000	0.000000	0.000000	1.000000	1.000000
easyfig	0.860000	0.260000	0.000000	0.200000	1.000000	1.000000
dedal	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
bioextract	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
vienna_rna_package	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
readxplorer	0.860000	0.530000	0.420000	0.500000	1.000000	1.000000
gosemsim	1.000000	0.810000	0.300000	0.200000	3.000000	2.000000
biojs-stat-seqs	0.940000	0.120000	0.000000	0.200000	1.000000	1.000000
caryoscope	0.940000	0.120000	0.000000	0.000000	1.000000	1.000000
eupathdb	0.860000	0.260000	0.000000	0.200000	1.000000	1.000000
snp_hitlink	0.940000	0.140000	0.000000	0.000000	1.000000	1.000000
caspr	0.860000	0.000000	0.000000	0.000000	1.000000	1.000000
myexperiment	0.860000	0.120000	0.000000	0.200000	1.000000	1.000000
